topCat_id	TopCatname	firstCat_id	firstCatname	secondCat_id	secondCatname				
40456	Services & Warranties	40525	Installation Services	40872	Software Installation Services				
40456	Services & Warranties	40526	Managed & Carrier Services	40873	ASP Services				
40456	Services & Warranties	40526	Managed & Carrier Services	40874	Broadband Services				
40456	Services & Warranties	40526	Managed & Carrier Services	40875	ISP Services				
40456	Services & Warranties	40526	Managed & Carrier Services	52587	Managed Services				
40456	Services & Warranties	40526	Managed & Carrier Services	40876	Wireless Communications Services				
40456	Services & Warranties	45415	Service Provider & Carrier Services	45518	Managed Security Services				
40456	Services & Warranties	45415	Service Provider & Carrier Services	45519	Managed Service Provider Services (MSP)				
40456	Services & Warranties	45415	Service Provider & Carrier Services	45520	Managed Storage Services				
40456	Services & Warranties	40527	Vendor Professional Services	40877	Custom Consulting Services				
40456	Services & Warranties	40527	Vendor Professional Services	40878	Deployment/Support Services				
40456	Services & Warranties	40527	Vendor Professional Services	40879	Hardware Configuration Services				
40456	Services & Warranties	40527	Vendor Professional Services	40880	Integration (BTO, CTO) Services				
40456	Services & Warranties	40527	Vendor Professional Services	40881	Inventory Services				
40456	Services & Warranties	40527	Vendor Professional Services	40882	Mobile Wireless Config Services				
40456	Services & Warranties	40527	Vendor Professional Services	40883	Project Management Services				
40456	Services & Warranties	40527	Vendor Professional Services	40884	Recovery Services				
40456	Services & Warranties	40527	Vendor Professional Services	40885	Remote Monitoring Services				
40456	Services & Warranties	40527	Vendor Professional Services	40886	Site Survey Services				
40456	Services & Warranties	40527	Vendor Professional Services	40887	Software Configuration Services				
40456	Services & Warranties	40527	Vendor Professional Services	40888	Wireless Networking Services				
40456	Services & Warranties	40528	Warranties	40889	Extended Warranties				
40456	Services & Warranties	40528	Warranties	45462	Help Desk Services				
40456	Services & Warranties	40528	Warranties	45463	Post Sale Warranties				
40456	Services & Warranties	40528	Warranties	45464	Software Update Services				
40456	Services & Warranties	40528	Warranties	40890	Upgrade Warranties				
40456	Services & Warranties	40528	Warranties	40529	Warranty Renewals				
40891	Storage Devices	40900	CD/DVD Drives	40938	CD/CD-R/CD-RW Drives				
40891	Storage Devices	40900	CD/DVD Drives	46795	CD/DVD Changers				
40891	Storage Devices	40900	CD/DVD Drives	40939	CD/DVD Changers & Jukeboxes				
40891	Storage Devices	40900	CD/DVD Drives	40940	CD/DVD Duplicators				
40891	Storage Devices	40900	CD/DVD Drives	46796	CD/DVD Duplicators				
40891	Storage Devices	40900	CD/DVD Drives	46884	CD/DVD Jukeboxes & Towers				
40891	Storage Devices	40900	CD/DVD Drives	40941	Combo CD/DVD Drives				
40891	Storage Devices	40900	CD/DVD Drives	40942	DVD Drives				
40891	Storage Devices	40900	CD/DVD Drives	52588	NAS CD/DVD Devices				
40891	Storage Devices	40900	CD/DVD Drives	40943	Optical Device Components				
40891	Storage Devices	45416	CD/DVD/MO Optical Drives & Devices	45521	CD-ROM Drives				
40891	Storage Devices	45416	CD/DVD/MO Optical Drives & Devices	45522	CD-RW Drives				
40891	Storage Devices	40894	Disk Storage Systems	40908	DAS Systems				
40891	Storage Devices	40894	Disk Storage Systems	40909	NAS Systems				
40891	Storage Devices	40894	Disk Storage Systems	40910	SAN Systems				
40891	Storage Devices	40895	Drive Controllers	40911	EIDE Drive Controllers				
40891	Storage Devices	40895	Drive Controllers	40912	Fibre Host Bus Adapters (HBAs)				
40891	Storage Devices	40895	Drive Controllers	40913	iSCSI Controllers				
40891	Storage Devices	40895	Drive Controllers	40914	Multi-Interface Drive Controllers				
40891	Storage Devices	40895	Drive Controllers	45465	RAID Controllers & Components				
40891	Storage Devices	40895	Drive Controllers	49106	SAS Controllers				
40891	Storage Devices	40895	Drive Controllers	49105	SAS RAID				
40891	Storage Devices	40895	Drive Controllers	40915	SCSI Drive Controllers				
40891	Storage Devices	40895	Drive Controllers	40916	Serial ATA Drive Controllers				
40891	Storage Devices	40896	Drive Enclosures	40917	Disk Enclosures				
40891	Storage Devices	40896	Drive Enclosures	40918	Enclosure Components				
40891	Storage Devices	40896	Drive Enclosures	40919	RAID Enclosures				
40891	Storage Devices	40896	Drive Enclosures	40920	Removable Frame & Carriers				
40891	Storage Devices	40897	Flash Memory Devices	40921	Flash Adapters				
40891	Storage Devices	40897	Flash Memory Devices	40922	Flash Card Cases				
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53767	Compact Flash		
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53768	Extreme Digital (XD)		
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53769	Memory Stick	53771	Duo
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53769	Memory Stick	53770	Pro
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53772	Multimedia Card		
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53764	Secure Digital	53766	Micro
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53764	Secure Digital	53765	Mini
40891	Storage Devices	40897	Flash Memory Devices	40923	Flash Memory Cards	53773	SmartMedia		
40891	Storage Devices	40897	Flash Memory Devices	40924	Flash Reader/Card Bundles				
40891	Storage Devices	40897	Flash Memory Devices	40925	Flash Reader/Writers				
40891	Storage Devices	40897	Flash Memory Devices	40926	Portable Flash Drives				
40891	Storage Devices	40898	Floppy/Removable Media Drives	40927	Floppy Drives				
40891	Storage Devices	40898	Floppy/Removable Media Drives	40928	Magneto Optical Devices				
40891	Storage Devices	40898	Floppy/Removable Media Drives	40929	Removable Media Drives				
40891	Storage Devices	40899	Hard Drives	40930	EIDE Hard Drives				
40891	Storage Devices	40899	Hard Drives	40931	Fibre Channel Hard Drives				
40891	Storage Devices	40899	Hard Drives	40932	Firewire Hard Drives				
40891	Storage Devices	40899	Hard Drives	40933	Multi-Interface Hard Drives				
40891	Storage Devices	40899	Hard Drives	40934	PCMCIA Hard Drives				
40891	Storage Devices	40899	Hard Drives	40935	SCSI Hard Drives				
40891	Storage Devices	40899	Hard Drives	40936	Serial ATA Hard Drives				
40891	Storage Devices	40899	Hard Drives	49104	Serial Attached SCSI (SAS) Hard Drives				
40891	Storage Devices	40899	Hard Drives	40937	USB Hard Drives				
40891	Storage Devices	45417	Networked Storage	45523	Backup Accelorators				
40891	Storage Devices	45417	Networked Storage	45524	NAS CD Servers				
40891	Storage Devices	45417	Networked Storage	47824	NAS CD/DVD Servers				
40891	Storage Devices	45417	Networked Storage	45435	NAS Components				
40891	Storage Devices	45417	Networked Storage	45525	NAS Disk Systems				
40891	Storage Devices	45417	Networked Storage	46885	NAS DVD Servers				
40891	Storage Devices	45417	Networked Storage	49090	NAS Hard Drives				
40891	Storage Devices	45417	Networked Storage	45526	Networked Tape Drives				
40891	Storage Devices	45417	Networked Storage	45527	SAN Disk Systems				
40891	Storage Devices	49085	SAN Infrastructure	52591	SAN Hard Drives				
40891	Storage Devices	49085	SAN Infrastructure	49086	SAN Systems & Infrastructure				
40891	Storage Devices	40901	Storage System Components	40944	Storage GBIC/SFP				
40891	Storage Devices	40901	Storage System Components	40945	Storage Hubs				
40891	Storage Devices	40901	Storage System Components	40946	Storage Routers				
40891	Storage Devices	40901	Storage System Components	40947	Storage Switches				
40891	Storage Devices	40901	Storage System Components	40948	Storage System Components				
40891	Storage Devices	40902	Tape Devices	49087	Backup Devices				
40891	Storage Devices	40902	Tape Devices	40949	Libraries				
40891	Storage Devices	40902	Tape Devices	40950	Library Drives, Magazines & Cpnts				
40891	Storage Devices	40902	Tape Devices	40951	Tape Arrays & Components				
40891	Storage Devices	40902	Tape Devices	40952	Tape Drives				
40892	Supplies & Media	45418	General Supplies	45528	Adhesive Supplies				
40892	Supplies & Media	45418	General Supplies	45529	Binders/File Folders				
40892	Supplies & Media	45418	General Supplies	45530	IM Catalogs/Guides				
40892	Supplies & Media	45418	General Supplies	45531	Jewel Case Inserts				
40892	Supplies & Media	45418	General Supplies	45532	Marketing Materials				
40892	Supplies & Media	45418	General Supplies	45533	Other General Supplies				
40892	Supplies & Media	45419	Ink & Toner Supplies	45534	Typewriter Supplies				
40892	Supplies & Media	45420	Labels	45535	Lablemaker Labels				
40892	Supplies & Media	45420	Labels	45536	Library Barcode Labels				
40892	Supplies & Media	45420	Labels	45537	Printer Labels 				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40953	Audio/Video Tapes				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	49089	Barcode Lables for Tape Cartridges				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40954	Cleaning Cartridges				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40955	Floppy Diskettes				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40956	Optical CD/DVD/Magneto Media				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40957	Removable Cartridge Media				
40892	Supplies & Media	40903	Media & Cleaning Cartridges	40958	Tape Media				
40892	Supplies & Media	40904	Office Supplies	40959	Calculator /Typewriters Supplies				
40892	Supplies & Media	40904	Office Supplies	40960	CD Sleeves/Envelopes				
40892	Supplies & Media	40904	Office Supplies	40961	Decals & Stickers				
40892	Supplies & Media	40904	Office Supplies	40962	Filing Products				
40892	Supplies & Media	40904	Office Supplies	40963	General Cleaning Supplies				
40892	Supplies & Media	40904	Office Supplies	40964	General Purpose Batteries				
40892	Supplies & Media	40904	Office Supplies	40965	ID Cards/Holders/Labels				
40892	Supplies & Media	40904	Office Supplies	40966	Jewel Cases & Inserts				
40892	Supplies & Media	40904	Office Supplies	40967	Labels & Applicators				
40892	Supplies & Media	40904	Office Supplies	40968	Laminating Supplies				
40892	Supplies & Media	40904	Office Supplies	40969	Paper/Envelopes				
40892	Supplies & Media	40904	Office Supplies	40970	Scanner Supplies				
40892	Supplies & Media	40904	Office Supplies	40971	Transparencies				
40892	Supplies & Media	40904	Office Supplies	40972	Writing Supplies				
40892	Supplies & Media	45421	Paper	45538	Envelopes				
40892	Supplies & Media	45421	Paper	45539	Other Paper Products				
40892	Supplies & Media	45421	Paper	45540	Plotter Paper				
40892	Supplies & Media	45421	Paper	45541	Printer Paper				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40973	Dot Matrix Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40974	Fax/Copier Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40975	Inkjet Printer Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40976	Laser Printer Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40977	Multifunction Printer Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40978	Plotter Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	47830	Solid Ink Printer Supplies				
40892	Supplies & Media	40905	Printer/Plotter Supplies	40979	Thermal Printer Supplies				
40892	Supplies & Media	45422	Transparencies	45542	Inkjet Transparencies				
40892	Supplies & Media	45422	Transparencies	45543	Laser Transparencies				
40892	Supplies & Media	45422	Transparencies	45544	Plotter Transparencies				
41281	System Components	41283	Computer Cases & Mounting	49125	Appliqués (Regular)				
41281	System Components	41283	Computer Cases & Mounting	49126	Appliqués (UV Reactive)				
41281	System Components	41283	Computer Cases & Mounting	49127	Case Badges				
41281	System Components	41283	Computer Cases & Mounting	41303	Case Components				
41281	System Components	41283	Computer Cases & Mounting	49128	Case Skins				
41281	System Components	41283	Computer Cases & Mounting	49129	Cold Cathode Lighting				
41281	System Components	41283	Computer Cases & Mounting	45466	Desktop Cases				
41281	System Components	41283	Computer Cases & Mounting	49131	LCD Readouts				
41281	System Components	41283	Computer Cases & Mounting	49130	LED Lighting				
41281	System Components	41283	Computer Cases & Mounting	45467	Monitor Enclosures				
41281	System Components	41283	Computer Cases & Mounting	41304	PC Computer Cases				
41281	System Components	41283	Computer Cases & Mounting	45468	Rackmount Cases				
41281	System Components	41283	Computer Cases & Mounting	41305	Server Computer Cases				
41281	System Components	41283	Computer Cases & Mounting	45469	Tower Cases				
41281	System Components	45423	Fans 	45545	Case Fans				
41281	System Components	45423	Fans 	49132	Fan Controllers				
41281	System Components	45423	Fans 	49133	Fan Ducts				
41281	System Components	45423	Fans 	49134	Fan Filters				
41281	System Components	45423	Fans 	49135	Fan Grills				
41281	System Components	45423	Fans 	49137	Fan Silencers				
41281	System Components	45423	Fans 	45546	Hard Drive Fans				
41281	System Components	45423	Fans 	49136	Notebook Coolers				
41281	System Components	45423	Fans 	45547	Processor Fans				
41281	System Components	45423	Fans 	45548	Specialized Fans				
41281	System Components	45423	Fans 	45549	Thermal Compounds				
41281	System Components	45423	Fans 	49138	VGA Fans				
41281	System Components	41286	Memory	41325	Generic Memory				
41281	System Components	41286	Memory	41326	Proprietary Memory				
41281	System Components	41282	Motherboards	41290	Athlon Motherboards				
41281	System Components	41282	Motherboards	41289	Athlon-64 Motherboards				
41281	System Components	41282	Motherboards	41292	Athlon-FX Motherboards				
41281	System Components	41282	Motherboards	41295	Athlon-MP Motherboards				
41281	System Components	41282	Motherboards	41302	Athlon-XP Motherboards				
41281	System Components	41282	Motherboards	41291	Duron Motherboards				
41281	System Components	41282	Motherboards	41293	Itanium Motherboards				
41281	System Components	41282	Motherboards	41294	Motherboard Components				
41281	System Components	41282	Motherboards	41296	Opteron Motherboards				
41281	System Components	41282	Motherboards	41297	Pentium III Motherboards				
41281	System Components	41282	Motherboards	41298	Pentium IV Motherboards				
41281	System Components	41282	Motherboards	46886	Pentium M Motherboards				
41281	System Components	41282	Motherboards	46778	Pentium Mobile Motherboards				
41281	System Components	41282	Motherboards	49124	Retainer Clips				
41281	System Components	41282	Motherboards	41299	Sempron Motherboards				
41281	System Components	41282	Motherboards	41300	XEON Dual Processor Motherboards				
41281	System Components	41282	Motherboards	41301	XEON Multi Processor Motherboards				
41281	System Components	41284	Power Supplies	41306	Case Specific Power Supplies				
41281	System Components	41284	Power Supplies	41307	Generic Power Supplies				
41281	System Components	41284	Power Supplies	41308	System Specific Power Supplies				
41281	System Components	41285	Processors	41309	AMD Mobile Processors				
41281	System Components	41285	Processors	46797	AMD Multi Processors				
41281	System Components	41285	Processors	41310	AMD Single Processors				
41281	System Components	41285	Processors	41312	Athlon Processors				
41281	System Components	41285	Processors	41311	Athlon-FX Processors				
41281	System Components	41285	Processors	41313	Athlon-MP Processors				
41281	System Components	41285	Processors	41314	Athlon-XP Processors				
41281	System Components	41285	Processors	41316	Duron Processors				
41281	System Components	41285	Processors	41317	Intel Mobile Processors				
41281	System Components	41285	Processors	41318	Intel Multi Processors				
41281	System Components	41285	Processors	41315	Intel Single Processors				
41281	System Components	41285	Processors	41319	Opteron Processors				
41281	System Components	41285	Processors	41320	Pentium III Processors				
41281	System Components	41285	Processors	41321	Pentium IV Processors				
41281	System Components	41285	Processors	41322	Processor Accelerators				
41281	System Components	41285	Processors	41323	Sempron Processors				
41281	System Components	41285	Processors	41324	XEON Processors				
41281	System Components	41288	Sound Cards	41332	External Sound Systems				
41281	System Components	41288	Sound Cards	41333	Internal Sound Cards				
41281	System Components	41287	Video & Capture Cards	41329	Scan Converters				
41281	System Components	41287	Video & Capture Cards	41330	TV/Audio Tuners				
41281	System Components	41287	Video & Capture Cards	41327	Video Capture Cards & Devices				
41281	System Components	41287	Video & Capture Cards	41331	Video Cards				
41281	System Components	41287	Video & Capture Cards	41328	Video Combo Cards & Devices				
41281	System Components	49139	Water Cooling	49140	Accessories				
41281	System Components	49139	Water Cooling	49141	Coolant				
41281	System Components	49139	Water Cooling	49142	Fittings				
41281	System Components	49139	Water Cooling	49143	Kits				
41281	System Components	49139	Water Cooling	49144	Pumps				
41281	System Components	49139	Water Cooling	49145	Radiators				
41281	System Components	49139	Water Cooling	49146	Reservoirs				
40893	Video Gaming	40906	Video Game Systems	40980	Microsoft Video Game Systems				
40893	Video Gaming	40906	Video Game Systems	40981	Nintendo Game Systems				
40893	Video Gaming	40906	Video Game Systems	40982	Sony Game Systems				
40893	Video Gaming	40907	Video Games	40983	1st Person Shooter Games				
40893	Video Gaming	40907	Video Games	40984	Action/Adventure Games				
40893	Video Gaming	40907	Video Games	40985	Compilation Games 				
40893	Video Gaming	40907	Video Games	40986	Family/Children's Games				
40893	Video Gaming	40907	Video Games	40987	Fighting Games				
40893	Video Gaming	40907	Video Games	40988	Music Games				
40893	Video Gaming	40907	Video Games	40989	Puzzle Games				
40893	Video Gaming	40907	Video Games	40990	Racing Games				
40893	Video Gaming	40907	Video Games	40991	Role Playing Games				
40893	Video Gaming	40907	Video Games	40992	Simulation Games				
40893	Video Gaming	40907	Video Games	40993	Sports Games				
40893	Video Gaming	40907	Video Games	40994	Strategy Games				
